50338
6602	5917	0
4093	141	0
5781	4172	0
2392	5343	0
1753	6077	0
5804	3156	0
2376	2242	0
7483	687	0
2470	2328	0
4199	3884	0
2206	3275	0
2392	4955	0
23	6437	0
821	5317	0
4160	5481	0
23	7759	0
3020	2991	0
6173	4951	0
5640	3285	0
1753	1535	0
6084	3892	0
3704	6268	0
2702	3600	0
1916	3185	0
4565	1777	0
3648	71	0
7831	4203	0
5189	891	0
6666	7446	0
7768	459	0
7299	2985	0
3704	7819	0
3566	7580	0
1957	4037	0
5640	2799	0
668	4837	0
3020	3296	0
1022	3225	0
5781	5197	0
1258	7536	0
6602	6408	0
3563	6115	0
2206	7203	0
1678	2770	0
3529	4025	0
2206	7174	0
7831	2693	0
229	186	0
841	1719	0
1471	3946	0
7831	2213	0
1060	6141	0
728	4511	0
6602	5532	0
2053	4521	0
2250	7738	0
229	5719	0
1060	814	0
6847	917	0
2493	3130	0
229	6654	0
5781	3337	0
6770	3222	0
3361	6677	0
902	5592	0
5640	6423	0
7514	356	0
4453	3142	0
6987	7652	0
5640	4812	0
1753	7214	0
4940	4420	0
7732	875	0
3020	4495	0
2392	4163	0
3055	7525	0
6178	7633	0
4055	4937	0
6170	295	0
6602	1499	0
3020	5491	0
3529	5011	0
2581	4941	0
3739	1482	0
1258	5044	0
229	5560	0
3648	3513	0
2392	2714	0
3529	5087	0
1753	6054	0
6847	184	0
821	3138	0
1297	4519	0
5206	2924	0
4680	6287	0
1957	2083	0
3704	5101	0
2414	157	0
1678	1579	0
2206	6758	0
1340	576	0
2550	1643	0
229	794	0
2191	4568	0
23	1996	0
4093	567	0
3020	6435	0
5781	922	0
5125	2909	0
2414	5870	0
3020	5301	0
6602	5311	0
6433	2807	0
1297	6372	0
3273	7156	0
3115	6499	0
7140	4250	0
2191	1329	0
5125	3730	0
821	315	0
796	4727	0
1646	5712	0
6483	3826	0
7831	792	0
4280	2074	0
1753	109	0
4024	6647	0
1753	4162	0
5640	7569	0
1259	6126	0
1678	4711	0
5640	2653	0
229	3470	0
1028	4319	0
4043	2385	0
229	3234	0
1297	3023	0
6361	165	0
1297	3851	0
2392	554	0
1939	5556	0
821	3673	0
229	2185	0
5640	2731	0
5781	5498	0
1297	3090	0
5640	1571	0
3704	4049	0
2191	3723	0
5781	7710	0
1442	6784	0
3880	511	0
1992	5141	0
2288	1961	0
5640	594	0
5189	5156	0
841	1845	0
4565	7436	0
1964	6490	0
133	7416	0
5189	5080	0
6855	2096	0
5537	7018	0
6987	2145	0
3055	4255	0
2414	4099	0
1297	7266	0
5781	7772	0
4978	3001	0
5640	3728	0
3015	1836	0
7493	2124	0
2073	4915	0
3704	4529	0
1753	7282	0
3055	4193	0
4120	234	0
5640	3329	0
3020	6001	0
1955	2994	0
1297	7490	0
229	7062	0
3151	508	0
718	1848	0
6186	243	0
5781	1907	0
1297	2128	0
3055	7422	0
4345	4718	0
6228	189	0
5781	2806	0
5640	5493	0
821	1544	0
728	368	0
2392	6567	0
2414	6215	0
6666	2777	0
5781	321	0
461	7625	0
3050	7164	0
7065	906	0
2414	1552	0
7493	2746	0
5640	7206	0
229	5291	0
2191	693	0
1785	498	0
1193	4909	0
5640	7615	0
5189	6526	0
4024	765	0
821	1451	0
821	4157	0
1297	5397	0
1753	2440	0
5640	2618	0
1964	4827	0
4345	3800	0
1678	5448	0
3020	2175	0
1297	1032	0
5737	2926	0
6170	3097	0
5781	2426	0
405	3382	0
229	6081	0
2191	4350	0
7299	7333	0
4160	5201	0
4438	4395	0
6338	7139	0
7014	2396	0
229	3775	0
4060	4704	0
3020	7603	0
229	5034	0
4846	4835	0
2392	174	0
983	4814	0
5781	5094	0
5781	4382	0
5432	7246	0
3217	6623	0
2702	2318	0
3704	2314	0
4137	3106	0
1678	5803	0
3529	7456	0
6602	6877	0
4804	1257	0
5366	2095	0
6666	7491	0
1089	5680	0
5781	7386	0
2756	5450	0
1060	2165	0
2553	7829	0
7697	1886	0
2414	46	0
229	798	0
2392	4106	0
229	3841	0
5993	3575	0
984	2925	0
6170	6086	0
6114	3602	0
4565	773	0
821	5760	0
229	1117	0
3529	6510	0
6117	6908	0
3055	871	0
5640	6621	0
4770	5643	0
4804	4028	0
5781	6897	0
821	5652	0
4576	2152	0
2414	6329	0
3704	84	0
3880	3854	0
3322	6700	0
2649	4241	0
1259	3983	0
3055	1922	0
5781	3473	0
5752	5334	0
5781	6203	0
7768	5363	0
5781	104	0
2414	7181	0
2358	4332	0
1340	944	0
1259	2436	0
1646	4427	0
7065	6199	0
3880	6053	0
6441	4268	0
3020	1080	0
2414	6669	0
6960	1215	0
7498	2719	0
4565	4799	0
248	648	0
6483	2391	0
5230	316	0
821	1167	0
3020	3233	0
3529	1485	0
5781	1186	0
6602	1518	0
6059	5550	0
6602	1728	0
5640	4721	0
3529	3830	0
3055	102	0
2702	3036	0
484	506	0
2191	7631	0
5432	3107	0
3704	6634	0
2414	2375	0
854	2592	0
1753	6017	0
4973	4204	0
5640	2275	0
7065	5026	0
4565	3643	0
2541	2229	0
3657	3342	0
2493	203	0
5366	763	0
7095	3232	0
7723	1688	0
6170	4240	0
7359	5925	0
2946	4677	0
3020	1477	0
229	3560	0
3704	7405	0
7608	1978	0
5781	2027	0
821	7264	0
1274	3805	0
821	6248	0
2191	2373	0
2191	6835	0
6653	7825	0
628	6482	0
2191	7836	0
4978	6608	0
6602	6769	0
1536	4154	0
229	647	0
2702	3567	0
4461	7667	0
3020	5576	0
821	417	0
2414	122	0
229	811	0
1678	1682	0
23	2824	0
4217	32	0
2414	4502	0
1957	4931	0
821	5619	0
3529	3898	0
1678	985	0
229	2936	0
2414	4838	0
3055	5443	0
3529	686	0
1060	6447	0
3055	6486	0
3704	5765	0
2702	857	0
2392	674	0
4565	1673	0
4088	2947	0
6662	3399	0
5125	6520	0
5640	5237	0
6987	640	0
6987	6972	0
864	510	0
1678	6218	0
6713	887	0
1546	3759	0
1297	1235	0
2392	6335	0
6170	1819	0
2414	2956	0
2414	3026	0
5468	1938	0
2206	3323	0
2392	4413	0
2206	4185	0
5432	4860	0
4489	5045	0
1753	5853	0
5423	29	0
5366	3330	0
6114	7088	0
1340	3239	0
2392	7341	0
1060	2774	0
6602	3720	0
229	91	0
496	6581	0
4565	6927	0
6643	4124	0
5640	7715	0
4620	7700	0
2191	6099	0
2392	1139	0
821	4230	0
4534	7606	0
23	7577	0
3880	5642	0
6666	5079	0
3322	3581	0
7665	4236	0
2053	1409	0
2191	5104	0
3945	6681	0
821	5406	0
3739	4530	0
3111	5874	0
3020	2711	0
821	5153	0
2414	1339	0
229	4869	0
5640	7740	0
7790	4366	0
5640	2106	0
2191	7367	0
1258	6453	0
5640	1663	0
3586	426	0
1378	5293	0
2250	7830	0
7359	5129	0
1785	2187	0
4565	2549	0
1322	4737	0
3529	98	0
7831	4885	0
1378	4278	0
5640	3462	0
7065	5108	0
1022	2851	0
1753	3030	0
6703	216	0
2728	2239	0
5189	7336	0
1785	276	0
5640	673	0
7510	7561	0
2053	5173	0
1678	4901	0
405	2346	0
2392	6182	0
6707	5597	0
2414	2002	0
3020	5528	0
229	745	0
4770	6723	0
6698	3012	0
5640	2610	0
1828	712	0
4565	893	0
1060	1802	0
2191	3245	0
4892	6489	0
4770	847	0
6470	5918	0
5455	5159	0
1259	6386	0
5088	3283	0
841	6466	0
5781	2298	0
7824	7659	0
3945	2127	0
6602	136	0
6114	6474	0
2493	6278	0
3175	2462	0
6770	4993	0
1297	1391	0
1340	5992	0
4043	2975	0
3020	6014	0
4804	881	0
1297	1873	0
4489	1743	0
4199	4320	0
4057	2089	1
7676	3643	1
3264	5141	1
5292	5460	1
6965	5217	1
349	3550	1
2706	735	1
4077	6233	1
3713	3142	1
2611	6031	1
2180	5187	1
3145	29	1
5728	618	1
6233	6089	1
2611	4880	1
3647	4649	1
537	2915	1
3258	2464	1
3683	2041	1
4580	5261	1
5903	740	1
7302	6199	1
2007	2007	1
6430	7436	1
2535	2534	1
6340	6155	1
7358	4625	1
2063	643	1
4993	5635	1
2063	1510	1
4293	103	1
5665	4435	1
7262	917	1
2724	4255	1
5292	5473	1
2417	4375	1
1505	3390	1
7611	4826	1
5161	4154	1
3549	3809	1
2848	2930	1
6459	5141	1
3683	12	1
7428	5180	1
5961	2610	1
4993	6330	1
1250	3678	1
6393	2520	1
3261	2207	1
6231	1765	1
4047	1777	1
2192	6167	1
1634	4639	1
2432	1283	1
7197	5870	1
2327	1978	1
1005	5141	1
1821	2247	1
3445	788	1
2459	3881	1
6174	5419	1
5132	1485	1
6109	243	1
1681	5108	1
4664	5870	1
4654	1821	1
1720	7835	1
6030	618	1
4659	857	1
1534	3822	1
643	1911	1
3683	5732	1
6174	4591	1
5887	5870	1
7108	3567	1
5746	4255	1
7178	1765	1
5344	7181	1
282	2611	1
824	7456	1
3858	2545	1
4419	7139	1
2602	2055	1
1510	1694	1
250	2520	1
1074	4741	1
5903	5786	1
1466	288	1
5852	1554	1
5452	857	1
1020	712	1
2674	5717	1
4625	1834	1
1466	1611	1
3771	342	1
6242	7592	1
775	1025	1
267	243	1
5877	531	1
5097	5141	1
7380	3885	1
2888	5767	1
502	2391	1
572	5917	1
1278	6700	1
1554	4625	1
3672	2464	1
3647	6303	1
1295	5285	1
3677	2972	1
4455	2594	1
3708	7456	1
4057	5246	1
7683	765	1
5665	12	1
355	708	1
7365	1817	1
2545	2968	1
5989	5012	1
2888	2513	1
2137	60	1
738	3130	1
6741	5870	1
7096	2520	1
7339	92	1
7073	1947	1
2888	2014	1
3003	243	1
781	6437	1
7579	3746	1
3526	1765	1
3917	7018	1
4625	3502	1
4826	1527	1
6304	1999	1
4580	3694	1
2019	872	1
2459	6993	1
5531	1590	1
6676	893	1
1158	1284	1
2668	4255	1
1113	891	1
7002	855	1
7810	4204	1
1991	3192	1
5221	243	1
4943	1728	1
2735	6669	1
144	5	1
4664	2464	1
1817	5211	1
4884	7759	1
54	3480	1
4580	2996	1
2447	5089	1
309	765	1
5747	2936	1
3858	3885	1
1121	6215	1
7660	3564	1
699	113	1
126	6231	1
936	154	1
5794	7396	1
2180	1534	1
5665	645	1
3696	7234	1
2160	122	1
282	4841	1
7698	2864	1
788	3445	1
24	2929	1
3885	7432	1
2706	4114	1
4298	5293	1
2019	2013	1
7358	534	1
6184	6664	1
986	243	1
2180	2790	1
3388	3142	1
355	2019	1
5708	7181	1
7579	1151	1
5613	7018	1
3062	1181	1
429	4799	1
2837	5870	1
3042	7748	1
3793	3696	1
2356	4721	1
1554	2792	1
4993	4899	1
3926	3643	1
5665	5318	1
5319	4799	1
7547	2391	1
1113	2777	1
6689	5903	1
1098	784	1
5068	4204	1
7693	6105	1
282	4993	1
615	3922	1
2432	2459	1
1466	698	1
3468	2464	1
7660	520	1
5709	243	1
2063	7698	1
7227	4415	1
1367	4346	1
7358	866	1
2063	4435	1
5989	3316	1
2193	3863	1
2706	6106	1
7260	4204	1
4625	2200	1
5571	5817	1
3153	1309	1
7698	2513	1
1900	2420	1
6949	2828	1
1724	1765	1
4077	4011	1
3733	342	1
2566	4204	1
6242	1284	1
4993	5813	1
538	6001	1
2850	5292	1
6039	4433	1
1379	2090	1
1443	2520	1
1534	2222	1
2137	4853	1
1984	7668	1
3973	2464	1
2222	3143	1
1686	24	1
6720	2555	1
4384	4733	1
6804	912	1
5838	2828	1
1466	135	1
3562	4799	1
4821	4934	1
2222	7712	1
398	6304	1
1556	6200	1
1564	4408	1
537	7192	1
4148	5903	1
2546	4890	1
2459	5217	1
1284	6237	1
7358	7473	1
2657	4077	1
2227	5870	1
2424	243	1
4578	7748	1
161	7181	1
4148	594	1
7382	3643	1
4899	7525	1
2037	6081	1
7374	1385	1
5531	2998	1
6865	6215	1
5665	2200	1
2465	2828	1
3699	4949	1
1435	906	1
4717	3390	1
2180	1284	1
6481	7456	1
1295	6586	1
3647	7273	1
5854	712	1
6570	5821	1
1126	1165	1
3526	1534	1
3957	243	1
2630	1996	1
1133	6510	1
3742	3929	1
3647	5542	1
690	857	1
7487	7358	1
1096	3581	1
3388	1257	1
5209	3216	1
4934	1777	1
2533	765	1
7365	7571	1
2189	6669	1
3793	643	1
1892	5192	1
5287	4909	1
2546	6332	1
4993	24	1
3360	686	1
4993	2171	1
2506	2377	1
355	6304	1
282	1113	1
2052	4963	1
1807	6304	1
7579	3042	1
1534	38	1
208	893	1
1984	2668	1
113	4184	1
599	891	1
1892	2019	1
3793	6508	1
468	4204	1
3697	6574	1
3718	7181	1
2137	319	1
7128	1385	1
4441	2318	1
5466	6686	1
4578	2816	1
788	7432	1
3526	5493	1
2180	5837	1
6304	3191	1
980	4384	1
4169	2464	1
3043	2007	1
2894	7332	1
2706	7069	1
4993	4032	1
195	6907	1
113	5309	1
2927	2520	1
2447	2421	1
6733	1978	1
846	6669	1
1273	625	1
6464	2464	1
1569	5870	1
2674	3814	1
5399	3841	1
1367	6995	1
7748	3575	1
2180	2447	1
1556	4452	1
2757	917	1
7412	3142	1
2783	122	1
1999	2019	1
4192	2375	1
1284	5901	1
5473	6401	1
2000	6108	1
3549	126	1
2354	6078	1
4186	2790	1
6679	917	1
6817	5870	1
6929	4255	1
671	3142	1
463	6930	1
5782	3929	1
5570	5141	1
7227	1705	1
2000	1179	1
7800	1230	1
2545	7536	1
2007	2000	1
5205	7436	1
1950	2464	1
3042	4205	1
1814	5870	1
3696	724	1
6031	5870	1
6277	4639	1
4150	594	1
2546	1165	1
422	422	1
4993	7068	1
4993	6042	1
643	2953	1
370	6155	1
3533	3387	1
3490	891	1
2137	5675	1
1623	2171	1
7480	4078	1
1137	6370	1
4455	2202	1
1284	4936	1
2602	5312	1
7200	2520	1
7380	2805	1
2354	7102	1
6786	5457	1
4640	7447	1
3647	5698	1
7579	7516	1
1335	5079	1
3696	7115	1
4014	1947	1
2063	6901	1
2201	891	1
1231	5870	1
3696	270	1
3505	1139	1
1817	6304	1
3741	243	1
2611	1826	1
4580	1180	1
2487	2520	1
3108	243	1
2471	3643	1
1466	7380	1
3549	2542	1
7741	3567	1
1278	5852	1
7674	6066	1
553	2102	1
7310	1765	1
1775	5870	1
3683	2489	1
504	2347	1
3697	5400	1
6106	6106	1
5566	3929	1
2492	243	1
5701	893	1
4517	6447	1
4474	122	1
4993	7815	1
1558	4078	1
6194	5279	1
3549	7255	1
5571	3569	1
5017	4491	1
354	7181	1
2850	3576	1
3134	7365	1
1015	6983	1
5871	5493	1
1122	2520	1
7579	1074	1
7660	1170	1
3647	7048	1
1466	2657	1
6841	321	1
5782	893	1
1821	3384	1
3647	7699	1
440	773	1
2790	3142	1
7505	2019	1
7827	6298	1
4225	3598	1
100	7181	1
3051	7759	1
7385	5141	1
6984	5870	1
7112	501	1
4580	5473	1
4014	3898	1
371	7456	1
7428	2805	1
2022	3929	1
7227	1564	1
54	4545	1
940	6669	1
7365	1621	1
422	4076	1
3220	5870	1
5466	3622	1
2674	5794	1
1367	3899	1
3569	6901	1
3984	6669	1
7748	2127	1
6830	2391	1
1623	6856	1
3488	5493	1
3569	2437	1
7365	2182	1
2222	6710	1
1137	3550	1
2532	122	1
5147	6081	1
3940	857	1
3647	7329	1
7660	6243	1
398	5306	1
3549	5466	1
1534	399	1
3267	3103	1
1558	1810	1
6233	6786	1
6304	299	1
1623	5400	1
6601	7227	1
3286	5821	1
6473	1990	1
3385	857	1
6405	2520	1
7426	3390	1
6304	4057	1
355	5187	1
553	1025	1
5877	3771	1
5047	7336	1
5798	1996	1
6232	5870	1
2569	6215	1
282	38	1
7529	4204	1
5016	712	1
3811	6669	1
3153	5942	1
579	6486	1
4177	6700	1
802	857	1
1590	2391	1
7430	7456	1
5082	122	1
3647	6996	1
4664	2828	1
2325	243	1
4744	7577	1
6364	917	1
1852	6215	1
2443	6066	1
3793	3311	1
4441	6486	1
6303	1179	1
3814	5870	1
5531	7525	1
1065	893	1
1128	5870	1
4147	3412	1
1048	861	1
7365	6786	1
4057	6071	1
3853	6215	1
7380	3683	1
1821	7779	1
1025	7502	1
4654	5681	1
2983	4255	1
979	1765	1
5064	7206	1
4822	6669	1
1821	2420	1
1208	6669	1
5897	686	1
6392	7657	1
1623	2100	1
7765	1777	1
2048	712	1
306	4114	1
6449	2930	1
4464	5712	1
3647	4778	1
5335	2746	1
6003	5141	1
4993	3037	1
4134	1697	1
4580	4895	1
5989	2783	1
5210	2230	1
846	4799	1
1797	765	1
5852	980	1
2137	47	1
4674	95	1
5852	2699	1
4038	235	1
113	7063	1
6570	553	1
4993	4027	1
6978	3762	1
7570	6857	1
4943	1765	1
3173	1574	1
4993	3578	1
1623	4880	1
6303	2805	1
355	1679	1
2796	6155	1
6678	686	1
422	349	1
4505	5391	1
117	773	1
2246	7759	1
3603	6486	1
2063	757	1
6318	6086	1
267	7707	1
5571	5120	1
1984	4072	1
3505	4375	1
7488	2828	1
3917	7525	1
156	3929	1
1623	2077	1
4430	717	1
3569	235	1
3647	3951	1
942	1466	1
3718	4799	1
2180	554	1
3569	328	1
5794	7045	1
4057	4714	1
369	3643	1
2748	594	1
5376	122	1
282	3556	1
7365	1158	1
7285	2860	1
3145	4204	1
1158	479	1
4578	422	1
7358	2668	1
2473	1996	1
7522	3567	1
2048	4255	1
3793	2507	1
1634	3037	1
126	1608	1
5989	4662	1
6242	7432	1
7660	7160	1
3647	553	1
2489	1466	1
5283	7456	1
4664	102	1
6174	6174	1
5587	3922	1
6031	94	1
7312	2994	1
5578	5141	1
3419	7456	1
4580	1252	1
7241	5044	1
6494	3643	1
4886	459	1
7660	1844	1
6857	4057	1
2706	1558	1
3569	2482	1
7698	7332	1
639	3288	1
3360	3567	1
1295	2768	1
7365	570	1
7112	2311	1
1126	6191	1
5885	2194	1
2439	6215	1
1637	5141	1
1875	2930	1
4580	1716	1
3526	288	1
4344	5261	1
3696	2420	1
5750	853	1
6140	6600	1
3647	1436	1
4993	6108	1
2432	3078	1
1657	422	1
1356	7181	1
7126	2036	1
7288	122	1
1817	4810	1
6680	944	1
1799	1485	1
6462	94	1
15	2545	1
3647	643	1
4930	2712	1
3514	157	1
2000	2387	1
1623	2481	1
537	5286	1
7112	5890	1
553	87	1
2951	1459	1
2897	4888	1
2489	4452	1
6174	4654	1
5838	2730	1
1321	2464	1
1466	7809	1
1766	243	1
1614	122	1
3647	2055	1
5822	2610	1
7069	5870	1
3793	1119	1
791	917	1
4057	5419	1
4717	1978	1
621	1728	1
7365	4895	1
2209	3815	1
3569	5107	1
980	5241	1
1158	5821	1
3843	3843	1
1699	1728	1
4201	944	1
4654	5407	1
4580	442	1
4148	7605	1
2535	2186	1
1481	1571	1
5723	7561	1
2546	288	1
5292	5759	1
645	7324	1
4580	7473	1
282	2209	1
2850	355	1
5473	5292	1
3549	1439	1
7428	1542	1
5261	3675	1
444	3142	1
4284	857	1
4365	686	1
469	2790	1
1367	2814	1
2137	1158	1
4057	1147	1
6031	2464	1
1534	5890	1
4801	2375	1
3677	400	1
3803	4818	1
4505	5542	1
6752	4544	1
1821	7332	1
2459	1505	1
5067	2653	1
5292	278	1
7791	594	1
6304	1191	1
7380	3134	1
4100	1777	1
3042	4142	1
4714	2645	1
3500	857	1
1623	6702	1
239	1765	1
3697	362	1
2757	7333	1
7820	893	1
3939	893	1
7579	7809	1
2447	223	1
4754	6767	1
7747	6944	1
1132	7764	1
2459	1809	1
3662	7046	1
6224	2124	1
3569	4855	1
6562	3498	1
1214	7764	1
4384	3958	1
1623	883	1
3938	184	1
2602	2660	1
7106	2464	1
4880	1571	1
1623	807	1
912	5715	1
7579	5585	1
2611	2201	1
6484	6700	1
3343	1635	1
1295	195	1
7639	6155	1
6641	122	1
2019	7586	1
6033	6546	1
7289	7764	1
7570	5103	1
1697	6215	1
7482	1765	1
3063	2828	1
7737	740	1
4642	594	1
7557	712	1
827	5870	1
2031	6526	1
1623	6776	1
7480	1764	1
6303	4589	1
4302	891	1
2459	5538	1
537	1642	1
5936	594	1
7660	3234	1
4057	2948	1
1999	1014	1
369	773	1
1984	4580	1
4993	7799	1
6183	5870	1
5172	1777	1
2648	5141	1
3526	4204	1
3485	7336	1
1534	5635	1
2193	3677	1
2019	1636	1
4654	618	1
5858	1249	1
4318	7456	1
1475	755	1
3603	6215	1
2775	5141	1
39	6215	1
3152	917	1
1208	2464	1
6786	5759	1
5899	7436	1
2850	135	1
4057	866	1
2034	891	1
1892	3062	1
1660	917	1
6853	4154	1
4609	3929	1
3928	1574	1
2019	7505	1
6144	6700	1
282	957	1
7579	6484	1
3647	2447	1
3761	6215	1
501	6155	1
1766	6155	1
3392	4204	1
6655	1310	1
6953	594	1
24	115	1
4882	7181	1
1768	5209	1
1367	1070	1
4057	3035	1
7295	3891	1
3550	1137	1
7202	2828	1
4993	2535	1
2816	6689	1
5726	1728	1
775	1137	1
7098	618	1
3043	1781	1
7480	5245	1
7069	4504	1
1796	2520	1
3647	4880	1
1554	3134	1
2019	1379	1
1137	349	1
3647	1765	1
1558	1113	1
4504	5894	1
7748	5917	1
3973	765	1
3445	1233	1
54	7525	1
4826	2790	1
4993	4273	1
5632	1765	1
6777	2234	1
4664	3142	1
1367	3809	1
7551	243	1
1367	3395	1
6473	1367	1
2850	3226	1
1956	5595	1
791	122	1
4993	1118	1
6804	2497	1
3426	321	1
2137	6473	1
1606	607	1
2004	740	1
2927	5870	1
7152	5460	1
6575	1385	1
5980	4204	1
3793	4857	1
6866	2746	1
497	5141	1
4302	2828	1
4083	2347	1
282	1466	1
2459	6832	1
3326	2391	1
7663	6700	1
7379	1966	1
1048	2257	1
2848	4888	1
2816	853	1
2545	3587	1
257	4255	1
2406	5989	1
2523	4799	1
1999	1367	1
3647	5376	1
3870	6215	1
1098	6639	1
5228	2520	1
2546	153	1
282	2063	1
2832	1844	1
4344	2337	1
3793	12	1
4293	2546	1
6304	7387	1
7480	2699	1
4057	2532	1
666	184	1
6242	750	1
7043	2610	1
7719	5067	1
7698	5661	1
7066	765	1
6277	365	1
2063	3694	1
3197	6155	1
7202	5870	1
2987	2731	1
2432	4930	1
1466	3370	1
1534	4057	1
6366	6366	1
488	5870	1
5961	2730	1
3448	7181	1
6481	6481	1
5312	2464	1
4578	1158	1
761	891	1
7660	6882	1
4225	6534	1
3112	2520	1
7060	122	1
4702	800	1
2415	2464	1
7365	4810	1
3885	3677	1
4625	5860	1
5634	5634	1
7358	7505	1
3569	469	1
1474	4799	1
4993	2245	1
4654	6894	1
7158	4204	1
4874	917	1
5253	6702	1
2951	3347	1
4993	2021	1
1418	5927	1
6752	7716	1
1956	4034	1
2546	425	1
6804	3771	1
126	7343	1
1984	7256	1
4578	4578	1
1984	3519	1
2888	1724	1
5848	2275	1
7380	4449	1
4754	7605	1
3683	4204	1
3224	2828	1
3677	2068	1
1900	7020	1
7186	7759	1
219	3033	1
5209	1510	1
1430	4092	1
7358	4685	1
6174	1457	1
3647	1510	1
4659	1728	1
369	3929	1
1367	4654	1
6506	6601	1
6598	207	1
41	7456	1
3585	3647	1
7695	6676	1
4712	7181	1
660	4204	1
2209	2209	1
4447	1765	1
7750	207	1
5882	5034	1
427	2036	1
7695	5064	1
1278	2482	1
1542	6155	1
6786	5400	1
3183	6215	1
4580	2930	1
3162	7181	1
7750	731	1
1606	2564	1
1260	29	1
5166	5141	1
6815	2455	1
761	1485	1
7380	7579	1
2987	2549	1
2624	2520	1
282	1826	1
1303	712	1
7173	4057	1
4640	2090	1
2180	1365	1
380	7181	1
5466	6949	1
6291	5894	1
2367	3643	1
4580	5890	1
3021	5141	1
7439	6568	1
4578	3564	1
4578	7265	1
3973	891	1
3706	2520	1
2189	4154	1
1413	6930	1
7227	7844	1
1015	7112	1
3647	6915	1
2867	2520	1
3773	321	1
3366	7396	1
5391	7748	1
1634	7124	1
2137	3316	1
6947	7057	1
1466	6982	1
7358	1488	1
1441	2520	1
1860	1001	1
2176	7336	1
733	3142	1
6370	1048	1
3154	2828	1
4578	3950	1
7112	7112	1
4826	2459	1
7365	2000	1
5750	1694	1
735	2183	1
3509	917	1
3677	2489	1
4580	1172	1
6786	4762	1
1892	6478	1
688	1673	1
4077	6562	1
2019	7023	1
4312	5011	1
3696	6204	1
7669	243	1
1720	1116	1
3134	2007	1
15	2193	1
6113	5870	1
7052	7436	1
4582	7577	1
5903	4148	1
4580	5058	1
3803	7662	1
1432	6081	1
24	1000	1
398	3143	1
608	6321	1
3042	3042	1
267	4840	1
890	7181	1
1999	1657	1
4134	7590	1
4733	153	1
4054	1485	1
534	2930	1
3647	7365	1
1930	3233	1
1494	1494	1
6593	5079	1
4993	4692	1
3647	1427	1
5501	1249	1
1066	3103	1
5751	5040	1
5750	1395	1
24	6577	1
2602	2141	1
1466	6106	1
1999	2137	1
2019	2931	1
6450	3929	1
3862	2347	1
6304	1464	1
3697	2180	1
4733	4993	1
2951	4853	1
7579	1437	1
7178	6526	1
4370	6155	1
4014	7577	1
4186	4909	1
6978	1690	1
5852	4777	1
3042	1769	1
6175	6215	1
4653	2549	1
7833	857	1
7288	5870	1
3458	4384	1
5262	1249	1
6562	2784	1
1556	7688	1
2222	6297	1
194	2412	1
1157	3042	1
1466	4639	1
681	3390	1
2897	6066	1
6277	3904	1
1892	1732	1
2019	3191	1
1218	3192	1
3713	7436	1
3042	7358	1
1775	3929	1
4069	7759	1
3754	1386	1
3167	7759	1
3925	594	1
2432	5732	1
3042	5320	1
2193	3513	1
3754	2464	1
1367	520	1
2137	3371	1
3578	3567	1
